title,author,publisher,ISBN,category,date,pages,price,discount_price
Στην πρώτη γραμμή των νεανικών αγώνων,ΣΥΛΛΟΓΙΚΟ,,,"Bιβλία που διαθέτει η ""ΣE""",1998,162,9.00€ , 7.20€
Καραγκιόζης ο Μέγας,ΠΟΛΙΤΗΣ Φ.,Δημιουργία,,"Bιβλία που διαθέτει η ""ΣE""",1991,224,5.30€ , 4.77€
Ωδή στον Σαλβαντόρ Νταλί. Τρίγλωσση έκδοση,ΛΟΡΚΑ Φ. ΓΚ.,Δημιουργία,,"Bιβλία που διαθέτει η ""ΣE""",1991,64,4.24€ , 3.82€
Η αγία οικογένεια (Η κριτική της κριτικής),ΕΝΓΚΕΛΣ Φ.,ΑΝΑΓΩΝΣΤΙΔΗ,,"Bιβλία που διαθέτει η ""ΣE""",,296,15.00€ , 13.50€
Οδοιπορίες στην ελληνική γη,ΔΑΡΑΣ Β.,,960-224-844-0,"Bιβλία που διαθέτει η ""ΣE""",1999,256,8.00€ , 6.40€
Διηγήματα του αντάρτικου και της εξορίας,ΤΟΜΠΟΥΛΙΔΗΣ Α.,,960-90918-0-6,"Bιβλία που διαθέτει η ""ΣE""",1998,176,5.00€ , 4.00€
Στον αγώνα με του λαού μας τα όνειρα,ΠΑΛΑΒΟΥ ΕΛ.,,,"Bιβλία που διαθέτει η ""ΣE""",1998,78,8.00€ , 6.40€
Οι χράνοι,ΠΑΛΑΒΟΣ Γ.,,,"Bιβλία που διαθέτει η ""ΣE""",1999,124,8.00€ , 6.40€
Γιώργης Βαρλάμος – Κάρτες,,,,"Bιβλία που διαθέτει η ""ΣE""",2017,,6.00€ , 4.80€
Λογότυπα 100 χρόνια ΚΚΕ,ΚΕΝΤΡΙΚΗ ΕΠΙΤΡΟΠΗ ΤΟΥ ΚΚΕ,,,"Bιβλία που διαθέτει η ""ΣE""",2015,124,5.00€ , 4.00€
Παιδί και βιβλίο. Η καλλιέργεια της φιλαναγνωσίας και της καλλιέπειας με την παιδική λογοτεχνία,ΣΑΚΕΛΛΑΡΙΟΥ Χ.,ΜΕΛΩΔΙΑ-ΚΑΨΑΣΚΗ,978-960-853-927-3,"Bιβλία που διαθέτει η ""ΣE""",2003,176,10.00€ , 7.00€
Στο δρόμο του αγώνα,ΠΑΛΑΒΟΣ Γ.,,,"Bιβλία που διαθέτει η ""ΣE""",2001,346,8.00€ , 6.40€
Ο κήπος της ελπίδας,Δ. ΤΑΡΤΑΡΗΣ,Ειρήνη,978-618-879-363-7,Βιβλία άλλων εκδοτών,Νοέμβρης 2025,44,13.90€ , 12.51€
Άσπρος σκύλος$ μαύρος σκύλος,Σ. ΜΑΡΑΓΚΟΖΑΚΗ,Ειρήνη,978-618-874-781-4,Βιβλία άλλων εκδοτών,Δεκέμβρης 2025,386,16.60€ , 14.94€
Όσα πρόλαβα να κάνω,ΧΑΡΩΝΙΤΗΣ Λ.,Πυξίδα της πόλης,,Βιβλία άλλων εκδοτών,Νοέμβρης 2025,296,21.20€ , 19.08€
Κάλεσμ’ Αστραίας,Δημήτρης Ξύστρας,Αλμύρα,978-9925-622-10-8,Βιβλία άλλων εκδοτών,Δεκέμβρης 2025,162,15.00€ , 13.50€
Κυπριακή τραγωδία,Τεύκρος Ανθίας,Αλμύρα,978-9925-622-09-2,Βιβλία άλλων εκδοτών,Δεκέμβρης 2025(2η έκδοση),160,13.40€ , 12.06€
Η βεράντα με τις βουκαμβίλιες,ΝΕΟΦΥΤΟΥ Κ.,Αλμύρα,978-9925-6220-8-5,Βιβλία άλλων εκδοτών,,280,16.00€ , 14.40€
Μπίρα με γρεναδίνη. Διηγήματα της πόλης,ΛΑΔΗΣ Φ.,ΠΥΛΗ,9789607041142,Βιβλία άλλων εκδοτών,Μάρτης 2008,112,10.60€ , 7.42€
Ο νέος των Αθηνών. Ο έρως – ο χρόνος – ο θάνατος,ΛΑΔΗΣ Φ.,ΠΥΛΗ,9789607041180,Βιβλία άλλων εκδοτών,Νοέμβρης 2007,112,26.50€ , 19.88€
Διαδρομές στην Αθήνα,ΛΑΔΗΣ Φ.,ΜΝΗΜΕΣ,9789608613065,Βιβλία άλλων εκδοτών,Φλεβάρης 2024,45,15.90€ , 11.13€
Routes through Athens,ΛΑΔΗΣ Φ.,ΜΝΗΜΕΣ,980-861130-5-1,Βιβλία άλλων εκδοτών,Δεκέμβρης 2003,42,15.90€ , 11.13€
CD ROUTES THROUGH ATHENS (ΔΙΑΔΡΟΜΕΣ ΣΤΗΝ ΑΘΗΝΑ),ΛΑΔΗΣ Φ.,,5050466265159,Βιβλία άλλων εκδοτών,,,18.60€ , 13.95€
Οι Έλληνες στο Χόλιγουντ την εποχή του βωβού κινηματογράφου,ΘΕΟΔΟΣΙΟΥ Ν.,ΜΝΗΜΕΣ,9789608848733,Βιβλία άλλων εκδοτών,Δεκέμβρης 2020,110,21.20€ , 14.84€
Greeks in hollywood  in the silent movie era,ΘΕΟΔΟΣΙΟΥ Ν.,ΜΝΗΜΕΣ,9789608848740,Βιβλία άλλων εκδοτών,Δεκέμβρης 2020,110,21.20€ , 14.84€
Όπου γη$ Ελλάδα. Το έπος της μετανάστευσης σε εικόνες,ΛΑΔΗΣ Φ.,ΜΝΗΜΕΣ,9789608613003,Βιβλία άλλων εκδοτών,Δεκέμβρης 2004,158,37.10€ , 27.83€
Γράμματα σε σένα,ΔΗΜΗΤΡΙΟΥ Ο.,Αλμύρα,978-9925-622-01-6,Βιβλία άλλων εκδοτών,Μάης 2024,44,10.00€ , 9.00€
Ύπαρξις,ΔΗΜΗΤΡΙΟΥ Φ.,Αλμύρα,978-9925-622-02-3,Βιβλία άλλων εκδοτών,Ιούλης 2024,64,10.00€ , 9.00€
Ιστορία της Κούβας. Η υπόθεση του ζυγού και του άστρου,ΝΑΒΑΡΟ Χ. Κ.,Αλμύρα,978-9925-7995-2-7,Βιβλία άλλων εκδοτών,Οκτώβρης 2023,380,20.00€ , 18.00€
Οι μελισσοφάγοι – Ari Kuslari,ΑΛΑΣΙΟΣ,Αλμύρα,978-9925-7913-4-7,Βιβλία άλλων εκδοτών,Οκτώβρης 2023,100,10.00€ , 9.00€
Το Ρόδο της Δαμασκού,ΑΘΑΝΑΣΙΟΥ-ΤΑΚΗ Μ.,Αλμύρα,978-9925-622-00-9,Βιβλία άλλων εκδοτών,Φλεβάρης 2024,46,10.00€ , 9.00€
Ο πόλεμος των κουμπιών,ΠΕΡΓΚΟ Λ.,ΠΑΤΑΚΗΣ,9789602937341,Βιβλία άλλων εκδοτών,Γενάρης 1992,352,10.90€ , 9.81€
Κοντά στις ράγιες (Graphic Novel),ΖΕΗ ΑΛΚΗ,Μεταίχμιο,978-618-03-3678-8,Βιβλία άλλων εκδοτών,Δεκέμβρης 2023,152,18.80€ , 16.92€
Η Κωνσταντίνα και οι αράχνες της,ΖΕΗ ΑΛΚΗ,Μεταίχμιο,978-960-501-152-9,Βιβλία άλλων εκδοτών,2011,248,15.50€ , 13.95€
Ο θείος Πλάτων,ΖΕΗ ΑΛΚΗ,Μεταίχμιο,978-960-501-153-6,Βιβλία άλλων εκδοτών,Ιούνης 2011,128,12.20€ , 10.98€
Ο μεγάλος περίπατος του Πέτρου,ΖΕΗ ΑΛΚΗ,Μεταίχμιο,978-960-501-150-5,Βιβλία άλλων εκδοτών,Ιούνης 2011,320,16.60€ , 14.94€
Ο θησαυρός της Βαγίας (Graphic Novel),ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-618-070-088-6,Βιβλία άλλων εκδοτών,,128,17.70€ , 15.93€
Ε. Π. (Ενωμένες πάντα),ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-360-511-9,Βιβλία άλλων εκδοτών,,256,15.50€ , 13.95€
Το ψέμα,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-293-680-1,Βιβλία άλλων εκδοτών,,144,9.20€ , 8.28€
Τα στενά παπούτσια,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-293-676-4,Βιβλία άλλων εκδοτών,,168,10.10€ , 9.09€
Ο θησαυρός της Βαγίας,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-293-679-5,Βιβλία άλλων εκδοτών,,152,9.20€ , 8.28€
Όταν ο ήλιος…,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-164-496-7,Βιβλία άλλων εκδοτών,,384,16.60€ , 14.94€
Νινέτ,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-164-498-1,Βιβλία άλλων εκδοτών,,416,15.90€ , 14.31€
Ο Κύριός μου,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-160-382-7,Βιβλία άλλων εκδοτών,,136,8.80€ , 7.92€
Ο πόλεμος$ η Μαρία και το αδέσποτο,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-160-991-1,Βιβλία άλλων εκδοτών,,160,10.70€ , 9.63€
Σοφία,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-600-774-3,Βιβλία άλλων εκδοτών,,140,9.90€ , 6.93€
Οι νικητές,ΣΑΡΗ ΖΩΡΖ,ΠΑΤΑΚΗΣ,978-960-293-678-8,Βιβλία άλλων εκδοτών,,192,10.90€ , 9.81€
Πρωινό άστρο,ΡΙΤΣΟΣ ΓΙΑΝΝΗΣ,ΚΕΔΡΟΣ,9789600403527,Βιβλία άλλων εκδοτών,Μάρτης 2010,40,9.64€ , 8.68€
Τι μπορείς να κάνεις με μια ιδέα;,ΚΟΜΠΙ ΓΙΑΜΑΝΤΑ,ΛΙΒΑΝΗΣ,9789601429939,Βιβλία άλλων εκδοτών,Νοέμβρης 2015,44,14.00€ , 12.60€
Όνειρο καλοκαιρινής νύχτας (Παιδική διασκευή: Αγγελική Δαρλάση),ΣΑΙΞΠΙΡ Γ.,Μεταίχμιο,9786180306651,Βιβλία άλλων εκδοτών,Νοέμβριος 2016,36,12.20€ , 10.98€
Λύκοι στο χιόνι,ΡΑΝΤΕΛ Κ.,ΠΑΤΑΚΗΣ,9789601689760,Βιβλία άλλων εκδοτών,Φεβρουάριος 2021,296,12.90€ , 11.61€
Η Διδώ και η μαύρη βίβλος,ΠΑΠΑΓΙΑΝΝΗ Μ.,ΠΑΤΑΚΗΣ,9789601644479,Βιβλία άλλων εκδοτών,Νοέμβρης 2023,96,7.70€ , 6.93€
Ένα δέντρο μεγαλώνει στο Μπρούκλιν,ΣΜΙΘ ΜΠΕΤΙ,ΖΑΧΑΡΟΠΟΥΛΟΣ,9789602084465,Βιβλία άλλων εκδοτών,Δεκέμβριος 1999,634,23.32€ , 20.99€
Δύο χρόνια διακοπές (σκληρόδετη έκδοση),ΒΕΡΝ ΙΟΥΛΙΟΣ,ΧΑΡΤΙΝΗ ΠΟΛΗ,9786182253533,Βιβλία άλλων εκδοτών,Μάιος 2025,238,14.00€ , 12.60€
Ζοrμπάς – Πράσινη πέτρα ωραιοτάτη,SOLOUP,ΔΙΟΠΤΡΑ,978-618-220-413-9,Βιβλία άλλων εκδοτών,2023,520,25.44€ , 22.90€
ΒΑΡΔΙΑ,ΚΑΒΒΑΔΙΑΣ ΝΙΚΟΣ,ΑΓΡΑ,978-960-325-040-1,Βιβλία άλλων εκδοτών,2011,224,16.96€ , 15.26€
Καπετάν Μιχάλης,ΚΑΖΑΝΤΖΑΚΗΣ ΝΙΚΟΣ,ΔΙΟΠΤΡΑ,978-618-220-090-2,Βιβλία άλλων εκδοτών,2022,712,21.99€ , 19.80€
Καπετάν Μιχάλης (graphic novel),ΚΑΖΑΝΤΖΑΚΗΣ ΝΙΚΟΣ,ΔΙΟΠΤΡΑ,978-618-220-418-4,Βιβλία άλλων εκδοτών,2023,168,18.80€ , 16.92€
Ταξιδεύοντας – Ρουσία,ΚΑΖΑΝΤΖΑΚΗΣ ΝΙΚΟΣ,ΔΙΟΠΤΡΑ,978-960-653-705-9,Βιβλία άλλων εκδοτών,2022,336,17.70€ , 15.93€
Ο Ανήφορος,ΚΑΖΑΝΤΖΑΚΗΣ ΝΙΚΟΣ,ΔΙΟΠΤΡΑ,978-618-220-072-8,Βιβλία άλλων εκδοτών,2022,280,17.70€ , 15.93€
Ο Χριστός ξανασταυρώνεται,ΚΑΖΑΝΤΖΑΚΗΣ ΝΙΚΟΣ,ΔΙΟΠΤΡΑ,978-618-220-137-4,Βιβλία άλλων εκδοτών,2023,584,19.90€ , 17.91€
Ψιλά γράμματα,ΚΑΡΥΣΤΙΑΝΗ ΙΩΑΝΝΑ,ΕΚΔΟΣΕΙΣ ΚΑΣΤΑΝΙΩΤΗ,978-960-03-7069-0,Βιβλία άλλων εκδοτών,,320,17.99€ , 16.20€
Μικρά Αγγλία,ΚΑΡΥΣΤΙΑΝΗ ΙΩΑΝΝΑ,ΕΚΔΟΣΕΙΣ ΚΑΣΤΑΝΙΩΤΗ,978-960-03-7057-7,Βιβλία άλλων εκδοτών,2022,368,17.99€ , 16.20€
Παλιές και νέες χώρες,ΖΟΥΡΓΟΣ ΙΣΙΔ.,ΕΚΔΟΣΕΙΣ ΠΑΤΑΚΗ,978-618-070-635-2,Βιβλία άλλων εκδοτών,Οκτώβριος 2023,400,19.89€ , 17.91€
Στη σκιά της πεταλούδας,ΖΟΥΡΓΟΣ ΙΣΙΔ.,ΕΚΔΟΣΕΙΣ ΠΑΤΑΚΗ,978-960-161-498-4,Βιβλία άλλων εκδοτών,2005,696,22.90€ , 20.61€
Σκηνές από τον βίο του Ματίας Αλμοσίνο,ΖΟΥΡΓΟΣ ΙΣΙΔ.,ΕΚΔΟΣΕΙΣ ΠΑΤΑΚΗ,978-960-165-441-6,Βιβλία άλλων εκδοτών,2014,784,23.30€ , 20.97€
Η αηδονόπιτα,ΖΟΥΡΓΟΣ ΙΣΙΔ.,ΕΚΔΟΣΕΙΣ ΠΑΤΑΚΗ,978-960-162-752-6,Βιβλία άλλων εκδοτών,2008,600,22.40€ , 20.16€
Οι ήρωες κοιμούνται ανήσυχα,ΛΟΥΝΤΕΜΗΣ ΜΕΝΕΛΑΟΣ,ΕΚΔΟΣΕΙΣ ΠΑΤΑΚΗ,978-960-168-169-6,Βιβλία άλλων εκδοτών,,456,18.80€ , 16.92€
Κίτρινο υποβρύχιο,ΔΙΓΕΝΗ Σ.,ΕΚΔΟΣΕΙΣ ΠΑΤΑΚΗ,978-960-168-162-7,Βιβλία άλλων εκδοτών,2018,456,18.80€ , 16.92€
Το υπόγειο,ΝΤΟΣΤΟΓΙΕΦΣΚΙ Φ.Μ.,ΕΚΔΟΣΕΙΣ ΓΚΟΒΟΣΤΗ,978-960-446-217-9,Βιβλία άλλων εκδοτών,,128,10.00€ , 9.00€
Ταπεινωμένοι και καταφρονεμένοι,ΝΤΟΣΤΟΓΙΕΦΣΚΙ Φ.Μ.,ΕΚΔΟΣΕΙΣ ΓΚΟΒΟΣΤΗ,978-960-606-020-5,Βιβλία άλλων εκδοτών,2018,432,14.50€ , 13.05€
Ο Παίκτης,ΝΤΟΣΤΟΓΙΕΦΣΚΙ Φ.Μ.,ΕΚΔΟΣΕΙΣ ΓΚΟΒΟΣΤΗ,978-960-446-233-9,Βιβλία άλλων εκδοτών,2015,160,11.80€ , 10.62€
Ο Μέγας Ιεροεξεταστής,ΝΤΟΣΤΟΓΙΕΦΣΚΙ Φ.Μ.,ΕΚΔΟΣΕΙΣ ΓΚΟΒΟΣΤΗ,978-960-446-109-7,Βιβλία άλλων εκδοτών,2015,80,6.50€ , 5.85€
Έγκλημα και τιμωρία,ΝΤΟΣΤΟΓΙΕΦΣΚΙ Φ.Μ.,ΕΚΔΟΣΕΙΣ ΓΚΟΒΟΣΤΗ,978-960-446-216-2,Βιβλία άλλων εκδοτών,2014,656,22.50€ , 20.25€
Δαιμονισμένοι,ΝΤΟΣΤΟΓΙΕΦΣΚΙ Φ.Μ.,ΕΚΔΟΣΕΙΣ ΓΚΟΒΟΣΤΗ,978-960-446-219-3,Βιβλία άλλων εκδοτών,,784,30.50€ , 27.45€
Αδελφοί Καραμάζοβ,ΝΤΟΣΤΟΓΙΕΦΣΚΙ Φ.Μ.,ΕΚΔΟΣΕΙΣ ΓΚΟΒΟΣΤΗ,978-960-446-230-8,Βιβλία άλλων εκδοτών,2014,896,35.80€ , 32.22€
Η ΣΚΙΑ ΤΟΥ ΑΝΕΜΟΥ,ΘΑΦΟΝ ΚΑΡΛΟΣ ΡΟΥΙΘ,ΨΥΧΟΓΙΟΣ,978-960-496-781-0,Βιβλία άλλων εκδοτών,Νοέμβριος 2012,624,19.90€ , 17.91€
ΜΑΚΡΥ ΠΕΤΑΛΟ ΑΠΟ ΘΑΛΑΣΣΑ,ΑΛΙΕΝΤΕ ΙΖΑΜΠΕΛ,ΨΥΧΟΓΙΟΣ,978-618-01-3487-2,Βιβλία άλλων εκδοτών,Ιούλιος 2020,400,17.70€ , 15.93€
Το σπίτι των πνευμάτων,ΑΛΙΕΝΤΕ ΙΖΑΜΠΕΛ,ΨΥΧΟΓΙΟΣ,978-618-01-2725-6,Βιβλία άλλων εκδοτών,Οκτώμβριος 2018(5η έκδοση),608,19.90€ , 17.91€
Ο ΕΡΩΤΑΣ ΣΤΑ ΧΡΟΝΙΑ ΤΗΣ ΧΟΛΕΡΑΣ,ΜΑΡΚΕΣ ΓΚΑΜΠΡΙΕΛ ΓΚΑΡΣΙΑ,ΨΥΧΟΓΙΟΣ,978-618-01-3078-2,Βιβλία άλλων εκδοτών,2019(5η έκδοση),544,18.80€ , 16.92€
ΕΚΑΤΟ ΧΡΟΝΙΑ ΜΟΝΑΞΙΑ,ΜΑΡΚΕΣ ΓΚΑΜΠΡΙΕΛ ΓΚΑΡΣΙΑ,ΨΥΧΟΓΙΟΣ,978-618-01-2178-0,Βιβλία άλλων εκδοτών,Ιούνιος 2018(11η έκδοση),496,18.80€ , 16.92€
ΤΟ ΚΟΚΚΙΝΟ ΚΑΙ ΤΟ ΦΑΙΟ,ATTIA MAURICE,ΠΟΛΙΣ,978-960-435-768-0,Βιβλία άλλων εκδοτών,Ιούνιος 2021,384,20.00€ , 18.00€
ΜΟΝΟΣ ΣΤΟ ΒΕΡΟΛΙΝΟ,ΦΑΛΑΝΤΑ ΧΑΝΣ,ΠΟΛΙΣ,978-960-435-195-4,Βιβλία άλλων εκδοτών,Οκτώβριος 2012,672,24.99€ , 22.49€
ΤΟ ΜΑΥΡΟ ΑΛΓΕΡΙ,ATTIA MAURICE,ΠΟΛΙΣ,978-960-435-215-9,Βιβλία άλλων εκδοτών,Οκτώβριος 2012,400,20.00€ , 18.00€
Η ΤΡΙΛΟΓΙΑ ΤΗΣ ΜΑΣΣΑΛΙΑΣ,ΙΖΖΟ ΖΑΝ-ΚΛΩΝΤ,ΠΟΛΙΣ,978-960-435-321-7,Βιβλία άλλων εκδοτών,Σεπτέμβριος 2012,800,25.00€ , 22.51€
Αποχαιρετισμός στα όπλα,ΧΕΜΙΝΓΟΥΑΙΗ ΕΡΝΕΣΤ,ΕΚΔΟΣΕΙΣ ΚΑΣΤΑΝΙΩΤΗ,978-960-03-3746-4,Βιβλία άλλων εκδοτών,Μάιος 2004,400,16.96€ , 15.26€
Ο γέρος και η θάλασσα,ΧΕΜΙΝΓΟΥΑΙΗ ΕΡΝΕΣΤ,ΕΚΔΟΣΕΙΣ ΚΑΣΤΑΝΙΩΤΗ,978-960-03-5564-2,Βιβλία άλλων εκδοτών,Μάιος 2013,160,9.54€ , 8.59€
Για ποιον χτυπά η καμπάνα,ΧΕΜΙΝΓΟΥΑΙΗ ΕΡΝΕΣΤ,ΕΚΔΟΣΕΙΣ ΚΑΣΤΑΝΙΩΤΗ,978-960-03-4141-6,Βιβλία άλλων εκδοτών,Μάρτιος 2006,584,16.96€ , 15.26€
ΤΑ ΣΤΑΦΥΛΙΑ ΤΗΣ ΟΡΓΗΣ,ΣΤΑΪΝΜΠΕΚ ΤΖΟΝ,ΠΑΠΑΔΟΠΟΥΛΟΣ,978-960-569-034-2,Βιβλία άλλων εκδοτών,Μάρτιος 2014,560,20.00€ , 18.00€
Η ιστορία της χαμένης κόρης (Η τετραλογία της Νάπολης – Βιβλίο τέταρτο),FERRANTE EL.,ΠΑΤΑΚΗΣ,978-960-167-300-4,Βιβλία άλλων εκδοτών,Σεπτέμβριος 2017,576,18.80€ , 16.92€
Αυτοί που φεύγουν κι αυτοί που μένουν (Η τετραλογία της Νάπολης- Βιβλίο τρίτο),FERRANTE EL.,ΠΑΤΑΚΗΣ,978-960-167-249-6,Βιβλία άλλων εκδοτών,Απρίλιος 2017,544,18.80€ , 16.92€
Το νέο όνομα (Η τετραλογία της Νάπολης- Βιβλίο δεύτερο),FERRANTE EL.,ΠΑΤΑΚΗΣ,978-960-166-911-3,Βιβλία άλλων εκδοτών,Νοέμβριος 2016,584,18.80€ , 16.92€
Η υπέροχη φίλη μου (Η τετραλογία της Νάπολης- Βιβλίο πρώτο),FERRANTE EL.,ΠΑΤΑΚΗΣ,978-960-166-785-0,Βιβλία άλλων εκδοτών,Απρίλιος 2016,440,18.80€ , 16.92€
ΠΟΥΣΙ,ΚΑΒΒΑΔΙΑΣ ΝΙΚΟΣ,ΑΓΡΑ,978-960-325-038-8,Βιβλία άλλων εκδοτών,2010,40,13.00€ , 11.70€
ΤΡΑΒΕΡΣΟ,ΚΑΒΒΑΔΙΑΣ ΝΙΚΟΣ,ΑΓΡΑ,978-960-325-039-5,Βιβλία άλλων εκδοτών,2012,56,13.00€ , 11.70€
ΜΑΡΑΜΠΟΥ,ΚΑΒΒΑΔΙΑΣ ΝΙΚΟΣ,ΑΓΡΑ,960-325-037-6,Βιβλία άλλων εκδοτών,1990,56,13.00€ , 11.70€
Το Μονόγραμμα,ΕΛΥΤΗΣ ΟΔΥΣΣΕΑΣ,ΙΚΑΡΟΣ,978-960-7233-60-8,Βιβλία άλλων εκδοτών,1972,28,11.06€ , 9.95€
Μια άλλη μέρα θα νικήσεις εσύ!,ΠΑΠΑΓΙΑΝΝΗ Μ.,ΠΑΤΑΚΗΣ,978-960-165-127-9,Βιβλία άλλων εκδοτών,Οκτώβριος 2013,32,8.80€ , 7.92€
Στο Πικεφί,ΠΑΠΑΓΙΑΝΝΗ Μ.,ΠΑΤΑΚΗΣ,978-960-167-210-6,Βιβλία άλλων εκδοτών,Μάρτιος 2022,40,14.39€ , 12.95€
Πες το μ’ ένα παραμύθι… – Οι περιπέτειες του Νιλς,ΠΑΠΑΓΙΑΝΝΗ Μ.,ΠΑΤΑΚΗΣ,978-960-167-803-0,Βιβλία άλλων εκδοτών,Οκτώβριος 2018,64,15.49€ , 13.95€
Χρυσά κουπιά,ΠΑΠΑΓΙΑΝΝΗ Μ.,ΠΑΤΑΚΗΣ,978-960-169-210-4,Βιβλία άλλων εκδοτών,Ιανουάριος 2021,176,9.90€ , 6.93€
Εκείνα τα Χριστούγεννα ήρθαν τα κάτω πάνω!,ΠΑΠΑΓΙΑΝΝΗ Μ.,ΠΑΤΑΚΗΣ,978-960-164-692-3,Βιβλία άλλων εκδοτών,Οκτώβριος 2012,52,11.90€ , 10.71€
Ο Βραχοπόλεμος,ΜΗΤΣΙΑΛΗ ΑΛ.,ΠΑΤΑΚΗΣ,978-960-169-607-2,Βιβλία άλλων εκδοτών,Νοέμβριος 2021,48,9.90€ , 6.93€
Το Δέντρο το Μονάχο,ΠΑΠΑΓΙΑΝΝΗ Μ.,ΠΑΤΑΚΗΣ,978-960-163-599-6,Βιβλία άλλων εκδοτών,Απρίλιος 2010,176,9.90€ , 8.91€
Μια σκούπα$ μα τι σκούπα!,DONALDSON JULIA,ΠΑΤΑΚΗΣ,978-960-166-226-8,Βιβλία άλλων εκδοτών,Ιούλιος 2015,32,9.90€ , 8.91€
Το παλιόπαιδο,ΔΑΡΛΑΣΗ ΑΓΓΕΛΙΚΗ,ΠΑΤΑΚΗΣ,978-960-165-876-6,Βιβλία άλλων εκδοτών,Δεκέμβριος 2014,64,10.50€ , 7.35€
Ξυπόλυτοι ήρωες,ΜΗΤΣΙΑΛΗ ΑΛΕΞΑΝΔΡΑ,ΠΑΤΑΚΗΣ,978-960-166-737-9,Βιβλία άλλων εκδοτών,Μάρτιος 2016,400,16.60€ , 14.94€
Η πόλη που έδιωξε τον πόλεμο,ΠΑΠΑΘΕΟΔΟΥΛΟΥ Α.,ΠΑΤΑΚΗΣ,978-960-164-815-6,Βιβλία άλλων εκδοτών,Δεκέμβριος 2012,36,9.49€ , 8.55€
Σημειώσεις στο περιθώριο (Δίγλωσση έκδοση$ ελληνικά-τουρκικά),ΧΡΙΣΤΟΦΟΡΙΔΗΣ Μ.,Αλμύρα,978-992-579-954-1,Βιβλία άλλων εκδοτών,Ιούνης 2023,48,10.00€ , 9.00€
ΣΤΟΝ ΙΣΚΙΟ ΤΗΣ ΠΥΡΚΑΓΙΑΣ,HERVE LE CORRE,ΕΚΔΟΣΕΙΣ ΤΟΥ ΕΙΚΟΣΤΟΥ ΠΡΩΤΟΥ,978-618-511-847-1,Βιβλία άλλων εκδοτών,Νοέμβριος 2019,520,19.08€ , 17.17€
Ποίηση στους δρόμους,ΖΙΝΤΙΛΗ Π.,Αλμύρα,978-992-579-958-9,Βιβλία άλλων εκδοτών,Οκτώβρης 2023,50,10.00€ , 9.00€
Σεβντάς,ΙΩΑΝΝΟΥ Μ.,Αλμύρα,978-992-579-957-2,Βιβλία άλλων εκδοτών,Οκτώβρης 2023,86,13.00€ , 11.70€
ΒΕΝΕΤΙΑ: ΜΙΑ ΣΥΝΑΝΤΗΣΗ ΠΟΥ ΣΤΕΡΙΩΣΕ ΑΠΡΟΒΛΕΠΤΑ. ΠΡΑΓΜΑΤΕΙΑ ΓΙΑ ΤΟΝ ΚΑΠΙΤΑΛΙΣΜΟ ΚΑΙ ΤΗ ΔΙΑΔΙΚΑΣΙΑ ΓΕΝΕΣΗΣ ΤΟΥ,ΜΗΛΙΟΣ Γ.,ΑΛΕΞΑΝΔΡΕΙΑ,978-960-221-844-0,Βιβλία άλλων εκδοτών,,310,21.20€ , 19.08€
1821: ΙΧΝΗΛΑΤΩΝΤΑΣ ΤΟ ΕΘΝΟΣ$ ΤΟ ΚΡΑΤΟΣ ΚΑΙ ΤΗ ΜΕΓΑΛΗ ΙΔΕΑ,ΜΗΛΙΟΣ Γ.,ΑΛΕΞΑΝΔΡΕΙΑ,978-960-221-904-1,Βιβλία άλλων εκδοτών,,248,16.96€ , 15.26€
Χαρούλα,Αλμύρα,Αλμύρα,978-9925-7995-0-3,Βιβλία άλλων εκδοτών,2023,80,13.00€ , 11.70€
Μαύρη θάλασσα,ΜΑΥΡΟΘΕΡΗΣ Μ.,Αλμύρα,978-9925-7913-7-8,Βιβλία άλλων εκδοτών,2023,154,15.00€ , 13.50€
Γιάνους Κόρτσακ. Ο Πατέρας των Δικαιωμάτων του Παιδιού,ΖΑΡΙΝΤΑΣ Α.,Αλμύρα,978-9925-7995-65,Βιβλία άλλων εκδοτών,2023,48,15.15€ , 13.64€
Εννέα και Εικοσιοκτώ,ΣΕΡΕΜΕΤΗ ΑΡ.,,9786180037104,Βιβλία άλλων εκδοτών,Μάρτης 2022,342,16.67€ , 15.00€
Η αλήθεια της ερήμου,ΜΠΑΡΚΑ Σ.,Αλμύρα,978-9925-7913-0-9,Βιβλία άλλων εκδοτών,Ιούνιος 2022,80,12.00€ , 10.80€
Οι προδόται. Η Κύπρος είναι …ική,ΝΕΟΦΥΤΟΥ Γ.,Αλμύρα,978-9925-7789-4-2,Βιβλία άλλων εκδοτών,2021,112,12.00€ , 10.80€
